name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,td_avg_acc,splm,stance,nick_name,dob,division
Anthony Christodoulou,175.26,70.31,,12,7,0,26.0,5.9,45.0,0.0,40.0,0.0,0.0,2.19,Orthodox,,1987/07/30,['lightweight']
Anthony Hamilton,195.58,117.93000000000002,193.04,15,9,0,65.0,3.02,45.0,2.62,78.0,0.0,42.0,3.91,Orthodox,Freight Train,1980/04/14,['heavyweight']
Anthony Hernandez,182.88,83.91,190.5,14,2,0,63.0,2.61,46.0,6.27,66.0,1.9,45.0,4.5,Orthodox,Fluffy,1993/10/18,['middleweight']
Anthony Ivy,187.96,83.91,187.96,8,4,0,42.0,4.57,51.0,4.69,100.0,0.0,20.0,2.5,Orthodox,Aquaman,1990/01/23,['welterweight']
Anthony Johnson,187.96,92.99,198.12,22,6,0,47.0,1.83,60.0,2.43,77.0,0.6,57.0,3.25,Orthodox,Rumble,1984/03/06,"['light heavyweight', 'welterweight', 'middleweight']"
Anthony Lapsley,175.26,77.11,,23,7,0,34.0,0.58,66.0,0.0,20.0,0.0,0.0,0.53,Southpaw,The Recipe,1980/02/13,['welterweight']
Anthony Macias,175.26,83.91,,26,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,Mad Dog,,['open weight']
Anthony Njokuani,185.42,70.31,190.5,16,12,0,46.0,2.41,65.0,0.5,53.0,0.2,45.0,3.94,Orthodox,The Assassin,1980/03/01,['lightweight']
Anthony Perosh,190.5,92.99,190.5,15,10,0,43.0,3.77,53.0,2.03,33.0,1.1,22.0,2.27,Orthodox,The Hippo,1972/10/05,"['light heavyweight', 'heavyweight']"
Anthony Pettis,177.8,70.31,182.88,24,10,0,47.0,3.44,54.0,0.61,60.0,1.1,50.0,3.05,Orthodox,Showtime,1987/01/27,"['welterweight', 'lightweight', 'featherweight', 'interim featherweight']"
Anthony Rocco Martin,182.88,77.11,185.42,17,6,0,37.0,2.5899999999999994,58.0,0.7099999999999999,68.0,1.0,27.0,2.68,Orthodox,,1989/12/11,"['welterweight', 'lightweight']"
Anthony Smith,193.04,92.99,193.04,38,22,0,49.0,5.04,44.0,0.44,50.0,0.6,22.0,3.19,Orthodox,Lionheart,1988/07/26,"['light heavyweight', 'middleweight']"
Anthony Torres,172.72,77.11,,5,3,0,48.0,7.52,45.0,0.0,100.0,2.2,0.0,3.54,Orthodox,The Crush,1978/07/31,['welterweight']
Anton Kuivanen,172.72,70.31,182.88,24,10,0,38.0,1.63,67.0,1.2,71.0,0.4,100.0,2.27,Orthodox,,1984/05/01,['lightweight']
Anton Turkalj,193.04,92.99,198.12,8,4,0,42.0,3.42,54.0,4.98,16.0,,41.0,2.45,Orthodox,The Pleasure Man,1996/06/10,"['light heavyweight', 'catch weight']"
Anton Zafir,180.34,77.11,,7,3,0,64.0,2.31,52.0,6.11,0.0,,60.0,2.99,Orthodox,The Professor,1987/05/10,['welterweight']
Antoni Hardonk,193.04,111.13,198.12,8,6,0,61.0,3.07,46.0,0.0,40.0,0.9,0.0,3.4,Orthodox,,1976/02/05,['heavyweight']
Antonina Shevchenko,172.72,56.7,170.18,10,4,0,55.0,2.93,52.0,0.43,53.0,0.4,42.0,3.86,Southpaw,La Pantera,1984/11/20,"[""women's flyweight""]"
Antonio Arroyo,190.5,83.91,185.42,9,5,0,66.0,2.02,50.0,1.14,41.0,0.2,41.0,2.82,Orthodox,,1989/07/01,"['middleweight', 'catch weight']"
Antonio Banuelos,165.1,61.23,160.02,20,11,1,33.0,3.15,58.0,1.62,86.0,,62.0,2.69,Orthodox,,1979/09/23,['bantamweight']
Antonio Braga Neto,190.5,83.91,195.58,9,3,0,33.0,3.92,45.0,3.07,0.0,0.5,37.0,1.36,Orthodox,,1987/10/29,['middleweight']
Antonio Carlos Junior,187.96,83.91,200.66,11,5,0,42.0,2.14,52.0,3.42,53.0,0.8,39.0,1.9499999999999997,Orthodox,Cara de Sapato,1990/03/16,"['middleweight', 'light heavyweight', 'ultimate fighter brazil 3 heavyweight tournament']"
Antonio Carvalho,175.26,65.77,177.8,15,6,0,29.0,3.62,64.0,0.0,100.0,0.0,0.0,3.03,Orthodox,Pato,1979/05/30,['featherweight']
Antonio Dos Santos,177.8,83.91,,6,4,0,51.0,3.94,43.0,0.0,100.0,,0.0,5.4,Orthodox,Junior Alpha,1988/07/21,['middleweight']
Antonio McKee,172.72,70.31,,29,6,2,45.0,0.74,74.0,1.47,57.0,,33.0,1.37,Southpaw,Mandingo,1970/03/12,['lightweight']
Antonio Mendes,190.5,92.99,195.58,18,13,0,47.0,6.85,22.0,2.51,100.0,,50.0,1.34,Southpaw,Samurai,1981/04/19,['light heavyweight']
Antonio Rodrigo Nogueira,190.5,108.86,195.58,34,10,1,42.0,2.4,55.0,1.3,36.0,2.4,29.0,1.95,Orthodox,Minotauro,1976/06/02,"['heavyweight', 'interim heavyweight']"
Antonio Silva,193.04,119.75,208.28,19,12,1,45.0,3.0899999999999994,50.0,0.82,66.0,0.8,29.0,2.89,Orthodox,Bigfoot,1979/09/14,['heavyweight']
Antonio Trocoli,198.12,83.91,200.66,12,5,0,50.0,5.79,23.0,0.84,50.0,,11.0,1.29,Orthodox,Malvado,1990/12/06,['middleweight']
Anying Wang,182.88,77.11,,2,1,0,26.0,1.63,44.0,0.0,33.0,0.0,0.0,1.32,Orthodox,,1991/04/04,['welterweight']
Aoriqileng,170.18,61.23,175.26,25,12,0,49.0,5.46,48.0,1.2,58.0,0.0,46.0,4.65,Orthodox,The Mongolian Murderer,1993/06/25,"['bantamweight', 'flyweight']"
Ariane Carnelossi,157.48,52.15999999999999,154.94,15,3,0,39.0,4.74,45.0,1.37,14.0,0.3,55.0,2.87,Orthodox,Sorriso,1992/11/17,"[""women's strawweight""]"
Ariane da Silva,167.64000000000001,56.7,170.18,17,11,0,41.0,4.4,50.0,0.47000000000000003,68.0,0.3,38.0,4.05,Orthodox,Queen of Violence,1994/01/26,"[""women's flyweight"", ""women's bantamweight""]"
Ariel Beck,167.64,56.7,167.64,4,5,0,,4.31,,0.0,0.0,0.0,0.0,4.44,Southpaw,,1990/09/16,"[""women's flyweight""]"
Arjan Bhullar,185.42,111.13,190.5,9,1,0,56.0,3.25,59.0,1.73,100.0,0.0,75.0,2.33,Orthodox,,1986/05/13,['heavyweight']
Arman Tsarukyan,170.18,70.31,182.88,22,3,0,48.0,1.84,53.0,3.25,75.0,0.0,37.0,3.7899999999999996,Orthodox,Ahalkalakets,1996/10/11,['lightweight']
Armen Petrosyan,190.5,83.91,180.34,9,5,0,53.0,3.31,53.0,0.17,41.0,0.0,33.0,5.839999999999999,Orthodox,Superman,1990/11/03,['middleweight']
Arnold Allen,172.72,65.77,177.8,20,3,0,41.0,2.88,61.0,0.9299999999999999,75.0,0.3,47.0,3.45,Southpaw,Almighty,1994/01/22,['featherweight']
Artem Lobov,175.26,65.77,165.1,13,15,1,41.0,4.82,50.0,0.39,52.0,0.0,25.0,3.52,Southpaw,The Russian Hammer,1986/08/11,"['featherweight', 'ultimate fighter 22 lightweight tournament']"
Asbel Cancio,177.8,102.06,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
Ashkan Mokhtarian,167.64,56.7,170.18,13,3,0,43.0,3.66,43.0,0.54,33.0,,16.0,1.95,Southpaw,The Assassin,1985/09/15,['flyweight']
Ashlee Evans-Smith,172.72,61.22999999999999,170.18,6,6,0,34.0,4.59,53.0,0.9499999999999998,50.0,0.0,22.0,4.03,Orthodox,Rebel Girl,1987/07/09,"[""women's bantamweight"", ""women's flyweight""]"
Ashley Yoder,170.18,52.16,175.26,8,9,0,39.0,4.13,47.0,1.09,66.0,0.6,27.0,3.42,Southpaw,SpiderMonkey,1987/10/20,"[""women's strawweight""]"
Askar Askarov,167.64,56.7,170.18,14,1,1,54.0,2.8,57.0,2.6,66.0,0.4,24.0,3.05,Orthodox,Bullet,1992/10/09,['flyweight']
Askar Mozharov,190.5,92.99,187.96,19,13,0,18.0,4.07,13.0,0.0,33.0,,0.0,0.43,Orthodox,,1994/10/26,['light heavyweight']
Aspen Ladd,167.64000000000001,61.23,167.64000000000001,9,3,0,47.0,4.65,47.0,1.56,62.0,0.6,47.0,3.78,Orthodox,,1995/03/01,"[""women's bantamweight"", ""women's featherweight""]"
Assuerio Silva,177.80000000000004,109.32,,16,8,0,46.0,4.2,54.0,2.66,25.0,,34.0,1.42,Orthodox,,1974/06/18,['heavyweight']
Asu Almabayev,162.56,56.7,165.1,21,3,0,54.0,1.7600000000000002,53.0,4.13,66.0,1.4,42.0,2.32,Orthodox,Zulfikar,1994/01/25,['flyweight']
Ateba Gautier,193.04,83.91,205.74,7,1,0,64.0,2.23,51.0,0.0,90.0,,0.0,6.06,Switch,The Silent Assassin,2002/04/10,['middleweight']
Augusto Mendes,167.64,61.23,165.1,6,2,0,34.0,3.91,56.0,1.75,80.0,,33.0,2.42,Orthodox,Tanquinho,1983/03/03,"['bantamweight', 'catch weight']"
Augusto Montano,185.42,77.11,185.42,15,3,0,,2.66,,0.0,66.0,0.0,0.0,3.4599999999999995,Orthodox,Dodger,1984/10/25,['welterweight']
Augusto Sakai,190.5,120.19999999999999,195.58,16,5,1,49.0,3.83,48.0,0.23000000000000004,56.0,0.0,40.0,4.6,Orthodox,,1991/05/09,['heavyweight']
Austen Lane,198.12,111.13,203.19999999999996,13,7,0,50.0,2.23,40.0,1.5200000000000002,33.0,0.0,28.0,2.74,Orthodox,,1987/11/09,['heavyweight']
Austin Arnett,182.88,65.77,182.88,16,6,0,41.0,6.38,62.0,0.44,57.0,0.2,18.0,4.52,Orthodox,,1991/10/22,['featherweight']
Austin Bashi,167.64,65.77,177.8,13,1,0,48.0,2.71,46.0,8.39,62.0,,39.0,1.94,Orthodox,,2001/09/29,['featherweight']
Austin Hubbard,177.8,70.31,180.34,17,9,0,43.0,3.82,56.0,1.59,68.0,0.1,31.0,3.87,Orthodox,Thud,1991/12/22,['lightweight']
Austin Lingo,177.8,65.77,177.8,9,3,0,37.0,4.86,57.0,0.43,75.0,0.0,66.0,3.8600000000000003,Orthodox,Lights Out,1994/07/10,['featherweight']
Austin Springer,172.72,65.77,180.34,12,4,0,57.0,3.15,41.0,3.37,100.0,,40.0,3.54,Orthodox,,1987/05/12,['featherweight']
Austin Vanderford,180.34,77.11,187.96,13,2,0,63.0,2.66,51.0,1.77,100.0,,25.0,4.08,Orthodox,,1990/03/21,['catch weight']
Azamat Bekoev,182.88,83.91,182.88,20,3,0,61.0,4.48,46.0,2.59,100.0,,33.0,7.59,Orthodox,Iron,1995/12/30,['middleweight']
Azamat Gashimov,167.64,56.7,,8,3,0,21.0,4.75,53.0,1.69,0.0,,25.0,1.24,Orthodox,,1990/04/07,"['flyweight', 'bantamweight']"
Azamat Murzakanov,177.8,92.99,180.34,15,0,0,57.0,2.86,61.0,0.58,83.0,0.0,15.0,4.93,Southpaw,The Professional,1989/04/12,['light heavyweight']
Azat Maksum,170.18,56.70000000000001,177.80000000000004,15,2,0,28.0,5.0,52.0,2.33,85.0,0.3,28.0,3.24,Southpaw,Qazaq,1995/02/02,['flyweight']
Azunna Anyanwu,185.42,113.85,,14,5,0,42.0,2.47,69.0,0.65,0.0,,100.0,2.47,Orthodox,Zulu,1981/08/05,['heavyweight']
BJ Penn,175.26,70.31,177.8,16,14,2,48.0,3.2,56.0,1.1899999999999997,74.0,0.5,55.0,2.76,Orthodox,The Prodigy,1978/12/13,"['lightweight', 'featherweight', 'welterweight']"
Baergeng Jieleyisi,175.26,65.77,180.34,18,7,0,,2.62,,1.73,78.0,0.2,38.0,1.61,Orthodox,,1995/11/24,['bantamweight']
Barb Honchak,162.56,56.7,165.1,10,4,0,30.0,4.67,66.0,0.0,0.0,1.3,0.0,4.04,Orthodox,Little Warrior,1979/08/30,"[""women's flyweight""]"
Bart Palaszewski,175.26,65.77,177.8,36,17,0,32.0,3.97,57.0,0.65,53.0,0.5,31.0,2.67,Orthodox,Bartimus,1983/05/30,['featherweight']
Bartosz Fabinski,182.88,77.11,190.5,15,5,0,68.0,1.46,51.0,7.099999999999999,80.0,0.0,70.0,2.23,Orthodox,The Butcher,1986/04/26,"['middleweight', 'welterweight']"
Bas Rutten,185.42,92.99,,28,4,1,,2.06,,0.0,0.0,0.0,0.0,5.59,Orthodox,El Guapo,1965/02/24,['heavyweight']
Bassil Hafez,180.34,77.11,182.88,9,4,1,38.0,5.68,41.0,2.21,50.0,0.0,24.0,3.7099999999999995,Orthodox,The Habibi,1992/01/31,['welterweight']
Batgerel Danaa,170.18,61.23,177.8,12,5,0,36.0,4.21,47.0,0.52,62.0,0.0,50.0,5.38,Orthodox,Storm,1989/07/04,['bantamweight']
Bea Malecki,175.26,61.23,187.96,4,1,0,46.0,6.96,62.0,0.0,78.0,1.1,0.0,6.84,Orthodox,,1991/08/23,"[""women's bantamweight""]"
Bec Rawlings,167.64000000000001,56.7,162.56,7,8,0,42.0,5.660000000000001,57.0,0.71,68.0,0.4,40.0,4.48,Orthodox,Rowdy,1989/02/11,"[""women's flyweight"", ""women's strawweight""]"
Bekzat Almakhan,170.18,61.23,172.72,12,2,0,40.0,4.29,32.0,0.0,0.0,,0.0,0.68,Orthodox,The Turan Warrior,1997/10/08,['bantamweight']
Belal Muhammad,180.34,77.11,182.88,24,4,0,43.0,3.78,55.0,2.24,90.0,0.1,38.0,4.46,Orthodox,Remember the Name,1988/07/09,['welterweight']
Ben Alloway,180.34,77.11,193.04,18,8,0,49.0,1.8999999999999997,59.0,0.62,26.0,0.0,50.0,1.28,Orthodox,Blanco,1981/02/19,['welterweight']
Ben Askren,180.34,77.11,185.42,19,2,0,49.0,5.66,36.0,4.33,0.0,,55.0,3.64,Orthodox,Funky,1984/07/18,['welterweight']
Ben Earwood,172.72,77.11,,12,3,0,,0.2,,3.0,0.0,0.0,100.0,0.5,Orthodox,,,['welterweight']
Ben Nguyen,165.1,56.7,165.1,16,8,0,40.0,3.0100000000000002,59.0,0.25,63.0,1.0,33.0,3.5100000000000002,Switch,Ten,1988/08/03,['flyweight']
Ben Rothwell,193.04,120.2,198.12,39,14,0,42.0,4.63,47.0,0.68,70.0,0.4,34.0,3.71,Orthodox,,1981/10/17,['heavyweight']
Ben Saunders,187.96,77.11,195.58,22,13,2,50.0,3.5799999999999996,51.0,0.2,66.0,1.3,40.0,3.23,Orthodox,Killa B,1983/04/13,['welterweight']
Ben Sosoli,182.88,120.2,182.88,7,3,0,31.0,4.3,47.0,0.0,0.0,0.0,0.0,2.31,Southpaw,Combat Wombat,1989/12/10,['heavyweight']
Ben Wall,177.8,70.31,,8,7,1,29.0,8.53,29.0,0.0,100.0,0.0,0.0,1.47,Orthodox,Manimal,1989/03/25,"['welterweight', 'lightweight']"
Benardo Sopaj,167.64,61.23,167.64,12,3,0,56.0,4.88,49.0,2.53,76.0,,71.0,4.24,Orthodox,Lion King,2000/09/25,['bantamweight']
Beneil Dariush,177.80000000000004,70.31,182.88,23,6,1,49.0,2.61,57.0,2.12,82.0,0.8,38.0,3.78,Southpaw,,1989/05/06,['lightweight']
Benito Lopez,177.8,61.23,185.42,10,2,0,45.0,5.18,56.0,0.0,73.0,0.3,0.0,4.39,Switch,Golden Boy,1994/04/06,['bantamweight']
Benji Radach,177.80000000000004,83.91,,21,7,0,49.0,2.31,51.0,1.06,71.0,0.4,41.0,2.62,Orthodox,Razor,1979/04/05,['welterweight']
Benoit Saint Denis,180.34,70.31,185.42,14,3,0,55.0,4.61,41.0,4.19,70.0,1.5,39.0,5.39,Southpaw,God of War,1995/12/18,"['lightweight', 'welterweight']"
Benson Henderson,175.26,77.11,177.8,24,7,0,45.0,1.7900000000000003,63.0,2.4,63.0,0.8,45.0,2.93,Southpaw,Smooth,1983/11/16,"['welterweight', 'lightweight']"
Bentley Syler,162.56,56.7,,5,1,0,,1.73,,0.0,75.0,0.0,0.0,1.3,Orthodox,Bolivia,1982/12/22,['flyweight']
Bernardo Magalhaes,175.26,70.31,,13,4,0,27.0,3.37,68.0,0.0,0.0,,0.0,1.8,Orthodox,Trekko,1981/04/08,['lightweight']
Besam Yousef,180.34,77.11,,7,4,0,53.0,3.98,38.0,1.33,50.0,,66.0,3.14,Orthodox,,1985/03/25,['welterweight']
Bethe Correia,165.1,61.23,162.56,11,6,1,43.0,4.93,56.0,0.38999999999999996,85.0,0.0,18.0,4.37,Orthodox,Pitbull,1983/06/22,"[""women's bantamweight""]"
Bevon Lewis,190.5,83.91,200.66,7,3,0,43.0,2.67,54.0,0.0,66.0,0.0,0.0,3.73,Orthodox,,1991/05/05,['middleweight']
Bharat Kandare,170.18,61.23,182.88,5,3,0,10.0,1.88,72.0,0.0,0.0,,0.0,0.7,Orthodox,Daring,1987/06/20,['featherweight']
Bibulatov Magomed,165.1,56.70000000000001,165.1,14,2,0,51.0,1.83,52.0,2.85,75.0,0.0,40.0,3.6,Orthodox,Chaborz,1988/08/22,['flyweight']
Bill Algeo,182.88,65.77,185.42,18,9,0,51.0,4.38,47.0,1.03,55.0,0.1,50.0,5.88,Switch,Senor Perfecto,1989/06/09,['featherweight']
Bill Mahood,190.5,90.72,,20,7,1,85.0,3.59,17.0,0.0,0.0,,0.0,1.54,Orthodox,The Butcher,1967/02/01,['light heavyweight']
Billy Elekana,190.5,92.99,195.58,7,2,0,71.0,5.5,33.0,1.75,0.0,,100.0,2.34,Southpaw,Son of Susie,1995/05/28,['light heavyweight']
Billy Miles,177.8,77.11,,2,2,0,0.0,1.25,33.0,0.0,0.0,,0.0,0.0,Orthodox,The Kid,1978/04/28,['welterweight']
Billy Quarantillo,177.8,65.77,177.8,18,7,0,54.0,5.829999999999999,42.0,1.4699999999999998,61.0,1.0,24.0,7.44,Orthodox,,1988/12/08,"['featherweight', 'catch weight']"
Billy Ray Goff,177.80000000000004,77.11,182.88,9,4,0,,5.02,,1.75,66.0,0.0,16.0,7.510000000000001,Switch,,1998/06/18,['welterweight']
Blagoy Ivanov,180.34,113.4,185.42,19,6,0,40.0,4.2,53.0,0.69,61.0,0.10000000000000002,40.0,3.25,Southpaw,Baga,1986/10/09,['heavyweight']
Blake Bilder,172.72,65.77,172.72,8,2,1,48.0,4.15,53.0,0.31,71.0,,7.0,3.81,Switch,El Animal,1990/07/12,['featherweight']
Blood Diamond,180.34,77.11,193.04,3,3,0,55.0,2.17,48.0,0.0,73.0,0.0,0.0,3.1199999999999997,Switch,,1988/07/10,['welterweight']
Bo Nickal,185.42,83.91,193.04,7,1,0,59.0,2.11,58.0,3.34,100.0,2.9,53.0,2.36,Southpaw,,1996/01/14,['middleweight']
Bob Cook,175.26,77.11,,5,0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,Orthodox,Crazy,,['lightweight']
Bob Gilstrap,190.5,90.72,,5,7,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['middleweight']
Bobby Hoffman,187.96,111.13,,36,10,1,70.0,1.32,19.0,1.17,0.0,1.2,50.0,2.02,Orthodox,The Truth,1968/10/28,['heavyweight']
Bobby Moffett,177.80000000000004,65.77,185.42,13,5,0,39.0,3.15,61.0,2.74,66.0,,66.0,3.41,Orthodox,The Wolfman,1990/06/01,['featherweight']
Bobby Nash,182.88,77.11,187.96,8,4,0,37.0,3.9500000000000006,51.0,2.37,100.0,1.6,33.0,3.42,Orthodox,,1990/03/26,['welterweight']
Bobby Southworth,187.96,92.99,,10,6,0,39.0,1.38,65.0,3.98,64.0,,78.0,0.99,Orthodox,,1969/12/16,['light heavyweight']
Bobby Voelker,182.88,77.11,187.96,19,13,0,35.0,5.84,42.0,1.04,66.0,0.0,50.0,4.01,Orthodox,Vicious,1979/04/26,['welterweight']
Bogdan Grad,172.72,65.77,177.8,15,3,0,51.0,5.4,49.0,3.31,75.0,0.0,36.0,4.44,Orthodox,The Unleashed,1995/09/28,['featherweight']
Bogdan Guskov,190.5,92.99,193.04,17,3,0,55.0,3.22,43.0,0.0,57.0,1.2,0.0,3.96,Orthodox,Czarevitch,1992/09/12,['light heavyweight']
Bojan Mihajlovic,180.34,92.99,185.42,10,6,0,35.0,5.95,47.0,0.0,33.0,0.0,0.0,1.23,Orthodox,,1980/03/30,"['light heavyweight', 'heavyweight']"
Bojan Velickovic,182.88,77.11,193.04,15,6,1,34.0,2.31,57.0,0.67,55.0,0.5,25.0,2.18,Southpaw,Serbian Steel,1988/12/18,"['welterweight', 'middleweight']"
Bolaji Oki,177.80000000000004,70.31,185.42,10,2,0,,4.76,,1.24,85.0,0.0,75.0,7.05,Orthodox,The Zulu Warrior,1995/11/15,['lightweight']
Boston Salmon,175.26,61.23,175.26,6,3,0,37.0,7.75,59.0,0.0,100.0,0.0,0.0,4.13,Southpaw,Boom Boom,1990/11/20,['bantamweight']
Brad Blackburn,177.8,77.11,185.42,18,13,1,35.0,3.59,65.0,0.93,76.0,0.6999999999999998,50.0,4.55,Orthodox,Bad Brad,1977/05/25,['welterweight']
Brad Gumm,180.34,77.11,,10,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,"['welterweight', 'lightweight']"
Brad Imes,200.66,120.2,,13,7,0,31.0,4.24,49.0,1.72,0.0,,71.0,2.73,Orthodox,Hillbilly Heartthrob,1977/03/13,"['heavyweight', 'ultimate fighter 2 heavyweight tournament']"
Brad Katona,167.64,61.22999999999999,162.56,16,5,0,52.0,4.75,50.0,1.8600000000000003,61.0,0.0,34.0,4.81,Orthodox,Superman,1991/12/19,"['bantamweight', 'ultimate fighter 27 featherweight tournament']"
Brad Kohler,175.26,99.79,,12,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,1964/05/26,['heavyweight']
Brad Morris,187.96,92.99,,10,6,0,62.0,6.95,27.0,0.0,0.0,,0.0,0.5,Orthodox,,1979/11/01,"['light heavyweight', 'heavyweight']"
Brad Pickett,167.64000000000001,61.23,172.72,25,14,0,31.0,4.63,55.0,2.47,58.0,0.4000000000000001,44.0,3.02,Orthodox,One Punch,1978/09/24,"['catch weight', 'bantamweight', 'flyweight']"
Brad Riddell,170.18,70.31,180.34,10,4,0,53.0,3.53,53.0,1.77,63.0,0.0,36.0,4.71,Orthodox,Quake,1991/09/30,['lightweight']
Brad Scott,185.42,77.11,193.04,11,6,0,41.0,4.31,57.0,0.32,63.0,0.6999999999999998,15.0,3.52,Orthodox,Bear,1989/06/24,"['welterweight', 'middleweight', 'ultimate fighter australia vs. uk welterweight tournament']"
Brad Tavares,185.42000000000002,83.91,187.96,21,11,0,43.0,3.2800000000000002,55.0,0.7100000000000001,81.0,0.0,26.0,3.42,Orthodox,,1987/12/21,['middleweight']
Brady Hiestand,172.72,61.23,180.34,9,2,0,50.0,3.75,51.0,4.8,42.0,1.1,46.0,2.7,Orthodox,Bam Bam,1999/04/30,['bantamweight']
Branden Lee Hinkle,190.5,106.58999999999999,,17,11,0,69.0,3.91,26.0,4.34,66.0,4.3,57.0,2.61,Orthodox,The Iron Lion,1973/07/29,"['heavyweight', 'light heavyweight']"
Brandon Davis,177.8,61.22999999999999,182.88,14,10,0,35.0,4.62,58.0,0.74,57.0,0.1,42.0,4.68,Orthodox,Killer B,1990/05/08,"['featherweight', 'bantamweight']"
Brandon Jenkins,182.88,70.31,180.34,15,9,0,41.0,8.05,33.0,0.0,27.0,,0.0,2.93,Switch,The Human Highlight Reel,1991/09/30,['lightweight']
Brandon Melendez,180.34,70.31,,25,25,0,26.0,0.56,63.0,0.0,25.0,,0.0,0.84,Southpaw,The Murderer,1983/03/24,['lightweight']
Brandon Moreno,170.18,56.7,177.8,23,8,2,44.0,3.6199999999999997,60.0,1.51,64.0,0.4,44.0,3.96,Orthodox,The Assassin Baby,1993/12/07,"['flyweight', 'interim flyweight']"
Brandon Royval,175.26,56.7,172.72,17,8,0,41.0,4.23,43.0,0.67,45.0,1.1,75.0,5.55,Southpaw,Raw Dawg,1992/08/16,['flyweight']
Brandon Thatch,187.96,77.11,187.96,11,5,0,42.0,3.6300000000000003,52.0,1.36,50.0,0.7,66.0,2.7000000000000006,Switch,Rukus,1985/07/11,['welterweight']
Brandon Vera,190.5,104.33,198.12,15,7,0,56.0,2.81,52.0,0.7,59.0,0.2,53.0,3.03,Orthodox,The Truth,1977/10/10,"['light heavyweight', 'heavyweight']"
Brandon Wolff,175.26,77.11,,7,5,0,33.0,10.91,19.0,0.0,0.0,,0.0,0.47,Orthodox,,1975/10/18,['welterweight']
Braxton Smith,180.34,116.57,182.88,5,2,0,,11.54,,0.0,100.0,0.0,0.0,6.46,Orthodox,The Beautiful Monster,1990/01/01,['heavyweight']
Brendan Allen,187.96,83.91,190.5,24,7,0,53.0,3.67,45.0,1.53,56.0,1.3,38.0,3.55,Orthodox,All In,1995/12/28,"['middleweight', 'catch weight', 'light heavyweight']"
Brendan Loughnane,177.8,65.77,177.8,17,3,0,,6.7,,1.5,92.0,0.0,30.0,6.23,Switch,,1989/12/05,['lightweight']
Brendan O'Reilly,170.18,77.11,175.26,6,3,0,47.0,2.77,39.0,2.22,36.0,0.6,43.0,1.9,Orthodox,Badger,1987/06/24,"['welterweight', 'lightweight']"
Brendan Schaub,193.04,111.12999999999998,198.12,10,5,0,37.0,2.22,57.0,2.32,72.0,0.4000000000000001,46.0,2.92,Orthodox,Big Brown,1983/03/18,"['heavyweight', 'ultimate fighter 10 heavyweight tournament']"
Brendon Marotte,175.26,65.77,177.8,8,3,0,50.0,5.7,28.0,0.0,0.0,,0.0,0.41,Orthodox,The Kid,1996/01/12,"['featherweight', 'lightweight']"
Brendson Ribeiro,190.5,92.99,205.74,17,8,0,42.0,4.04,52.0,0.99,0.0,,42.0,3.2599999999999993,Orthodox,The Gorilla,1996/09/08,['light heavyweight']
Brett Johns,170.18,61.23,180.34,17,2,0,49.0,3.84,53.0,4.92,58.0,1.0,49.0,2.86,Orthodox,The Pikey,1992/02/21,['bantamweight']
Brian Bowles,170.18,61.23,177.8,10,3,0,26.0,2.98,64.0,1.39,54.0,1.3999999999999997,70.0,2.36,Orthodox,,1980/06/22,['bantamweight']
Brian Camozzi,187.96,77.11,198.12,7,5,0,26.0,6.39,54.0,0.0,0.0,,0.0,3.15,Orthodox,Mantis,1991/06/24,['welterweight']
Brian Cobb,180.34,70.31,,20,9,0,0.0,3.68,55.0,5.81,0.0,,50.0,0.0,Orthodox,,,['lightweight']
Brian Ebersole,182.88,77.11,185.42,51,18,1,49.0,2.14,56.0,1.7,61.0,0.1,23.0,2.32,Southpaw,Bad Boy,1980/11/27,['welterweight']
Brian Foster,175.26,77.11,180.34,27,10,0,39.0,1.6299999999999997,65.0,3.6700000000000004,37.0,1.8,60.0,3.3,Orthodox,The Foster Boy,1984/04/03,['welterweight']
Brian Gassaway,185.42,77.11,,29,20,2,26.0,3.65,44.0,0.0,42.0,,0.0,0.34,Orthodox,,1972/08/07,['welterweight']
Brian Geraghty,170.18,70.31,,26,18,1,25.0,9.77,36.0,0.0,50.0,,0.0,0.47,Orthodox,Duke,1980/11/04,['lightweight']
Brian Houston,187.96,83.91,,4,6,0,35.0,3.67,53.0,0.95,87.0,,100.0,1.9,Orthodox,B-Hue,1981/04/26,['middleweight']
Brian Johnston,190.5,104.33,,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,"['open weight', 'heavyweight']"
Brian Kelleher,167.64,61.22999999999999,167.64,24,16,0,41.0,4.59,54.0,1.68,60.0,0.7,41.0,3.31,Switch,Boom,1986/08/19,"['bantamweight', 'featherweight']"
Brian Melancon,172.72,77.11,,7,3,0,49.0,3.64,64.0,2.02,66.0,,100.0,4.18,Orthodox,,1982/05/28,['welterweight']
